order_id|order_date|ship_date|platform|category|product_name|unit_price|quantity|gross_sales|campaign|voucher_code|discount_pct|discount_value|shipping_cost|net_sales|payment_method|customer_segment|region|stock_status|order_status|customer_rating|priority_flag
ORD01791|2024/04/15|2024/04/21|Tokopedia|Fashion|Men T-Shirt|115048|1|115048|Payday Sale|DISC15|15|17257|0|97791|Virtual Account|Returning|Surabaya|In Stock|COMPLETED||normal
ORD00524|2024/07/12|18/07/2024|Tokopedia| sports |Yoga Mat|519114|5|2595570|Clearance|CLEAR30|30|778671|25000|1816899|Transfer Bank|New|Makassar|Low Stock|completed|5.0|N
ORD00233|24/06/2024|2024-07-04|TikTok Shop|Beauty|Lip Tint|Rp 246.397|2|492794|Mega Campaign|DISC20|20|98559|25000|394235|COD|New|Makassar|In Stock| delivered |4.0|Yes
ORD00645|2024-12-23|29/12/2024|Tokopedia|Home Living|Storage Box|579520|3|1738560|Flash Sale|DISC10|10|173856|15000|1564704|Transfer Bank|New|Bandung|In Stock| on delivery ||normal
ORD01775|09-01-2024|2024/09/04|TikTok Shop|Fashion|Sneakers|201381|10|2013810|Normal Day|NONE|0|0|9000|2013810|COD|Returning|Bekasi|In Stock|DELIVERED|5.0|No
ORD00534|03-08-2024|03-12-2024|Lazada|Beauty|Body Lotion|269878|3|809634|Normal Day|NONE|0|0|9000|809634|Transfer Bank|Returning|Jakarta|In Stock|DELIVERED|5.0|N
ORD01719|04-27-2024|03/05/2024|Blibli|fashion|Hoodie |149143|2|298286|Normal Day|NONE|0|0|18000|298286|credit card|New|Yogyakarta|In Stock|delivered|5.0|No
ORD00604|05-02-2024|2024-05-08|Tokopedia|Fashion|Sneakers|327167|1|327167|Mega Campaign|DISC20|20|65433|0|Rp 261.734|E-Wallet|Returning|Bandung|In Stock|completed|4.0|No
ORD01230|08/11/2024|2024-11-15|TikTok Shop|Home Living|Table Lamp|73816|6|442896|Flash Sale|DISC10|10|44290|20000|Rp 398.606|Credit Card|New|Makassar|Low Stock|DELIVERED|4.0|N
ORD01075|06-17-2024|2024/06/19|Tokopedia|Fashion|Men T-Shirt|Rp 310.694|1|310694|Normal Day|NONE|0|0|25000|310694|E-Wallet|VIP|Bandung|In Stock|DELIVERED|5.0|Yes
ORD01423|08-23-2024|2024-08-24|Tokopedia| home living |Storage Box|979987|3|2939961|Payday Sale|DISC15|15|440994|20000|Rp 2.498.967|E-Wallet|Returning|Makassar|In Stock|Delivered|5.0|normal
ORD00061|05/01/2024|01-07-2024|Tokopedia|Sports|Yoga Mat|269642|1|269642|Normal Day|NONE|0|0|20000|269642|COD|Returning|Yogyakarta|Preorder|Delivered|5.0|normal
ORD01285|27/02/2024|2024-03-07|Tokopedia|Home Living|Rice Cooker|1123711|3|3371133|Mega Campaign|DISC20|20|674227|25000|2696906|Virtual Account|New|Bekasi|In Stock|DELIVERED|4.0|Yes
ORD00093|03-14-2024|2024/03/20|Lazada| Beauty|Lip Tint|156124|1|Rp 156.124|Payday Sale|DISC15|15|23419|20000|132705|Virtual Account|Returning|Jakarta|In Stock|completed|4.0|No
ORD00667|2024/12/03|2024-12-05|Lazada|Sports|Skipping Rope|643186|2|1286372|Payday Sale|DISC15|15|Rp 192.956|12000|1093416|Transfer Bank|New|Yogyakarta|Preorder|completed|5.0|normal
ORD00281|2024-02-15|17/02/2024|Tokopedia|Home Living|Vacuum Cleaner|376563|1|376563|Mega Campaign|DISC20|20|75313|0|301250|credit card|Returning|Semarang|In Stock|Delivered|3.0|normal
ORD01134|08/08/2024|10/08/2024|Shopee|Fashion|Sneakers|152919|2|305838|Mega Campaign|DISC20|20|61168|12000|244670|COD|New|Bandung|In Stock|DELIVERED|5.0|PRIORITY
ORD00360|02-28-2024||Blibli|Home Living|Table Lamp|943830|3|2831490|Normal Day|NONE||0|25000|0|Transfer Bank|VIP|Makassar|In Stock|cancelled||Yes
ORD01541|2024/10/28|2024-11-01|Tokopedia|ELECTRONICS|Phone Charger|1497341|1|1497341|Normal Day|NONE|0|0|0|-1497341|Transfer Bank|New|Medan|Low Stock|returned|3.0|
ORD01190|2024-07-09|07-13-2024|Blibli|Beauty|Body Lotion |312238|2|624476|Payday Sale|DISC15|15|Rp 93.671|18000|530805|E-Wallet|New|Makassar|Low Stock|DELIVERED|5.0|No
ORD00848|25/12/2024|2024-12-26|TikTok Shop|Electronics|Phone Charger|1623999|1|1623999|Flash Sale|DISC10|10|162400|18000|1461599|Transfer Bank|New|Medan|Low Stock|DELIVERED|4.0|normal
ORD01404|06/02/2024|2024-02-08|Tokopedia|Beauty|Body Lotion|195182|2|390364|Normal Day|NONE|0|0|18000|390364|Credit Card|Returning|Semarang|In Stock|Delivered|5.0|N
ORD00111|07/02/2024|2024/02/10|Lazada|Home Living|Table Lamp|319826|3|959478|Normal Day|NONE|0|0|15000|959478|Virtual Account|Returning|Bekasi|In Stock|Delivered|5.0|normal
ORD00043|2024/04/09|04-11-2024|Shopee|Beauty|Skincare Serum|188475|1|188475|Normal Day|NONE|0|0|18000|188475|Credit Card|New|Bandung|In Stock|Delivered|5.0|normal
ORD00126|20/08/2024|26/08/2024|Shopee|Fashion|Jeans|548987|2|1097974|Payday Sale|DISC15|15|164696|15000|933278|Virtual Account|VIP|Bandung|In Stock|DELIVERED|5.0|Y
ORD00205|2024/08/14|2024/08/18|TikTok Shop|Beauty|Sunscreen|128532|4|514128|Normal Day|NONE|0|0|25000|514128|Transfer Bank|Returning|Bandung|In Stock|DELIVERED|3.0|N
ORD00053|2024-03-01|2024-03-05|Blibli|Fashion|Hoodie|356706|1|356706|Flash Sale|DISC10|10|35671|9000|Rp 321.035|Transfer Bank|Returning|Bandung|In Stock|DELIVERED|4.0|No
ORD00546|2024/10/30|05/11/2024|Lazada|Fashion|Sneakers|233044|4|932176|Mega Campaign|DISC20|20|186435|18000|745741|Credit Card|VIP|Surabaya|In Stock|completed|4.0|
ORD00069|2024/03/05|2024-03-10|Blibli|Home Living|Table Lamp|990101|3|2970303|Flash Sale|DISC10|10|297030|12000|2673273|VA|Returning|Yogyakarta|In Stock|Delivered|3.0|normal
ORD01346|2024-09-08|10/09/2024|Blibli|Electronics|Phone Charger|725580|3|2176740|Payday Sale|DISC15|15|326511|25000|1850229|COD|New|Semarang|In Stock|delivered|5.0|No
ORD01574|2024-07-27|2024-07-30|Blibli|Fashion|Jeans|560418|5|2802090|Normal Day|NONE|0|0|25000|2802090|Credit Card|New|Bandung|In Stock|Delivered|5.0|
ORD00184|2024-02-01|04/02/2024|Shopee|Fashion|Women Dress|490040|1|490040|Clearance|CLEAR30||147012|18000|343028|Transfer Bank|Returning|Bandung|Preorder|DELIVERED|5|N
ORD00138|10-04-2024||Tokopedia|Electronics|Phone Charger |221867|2|443734|Normal Day|NONE|0|0|9000|0|COD|VIP|Jakarta|In Stock|Batal||Yes
ORD00900|12/07/2024|16/07/2024|Tokopedia|beauty|Lip Tint |104559|10|1045590|Normal Day|NONE|0|0|18000|1045590|CREDIT CARD|New|Medan|In Stock| completed |4.0|N
ORD00797|03-31-2024|2024-04-05|Shopee|Home Living|Blender|113631|4|454524|Payday Sale|DISC15|15|68179|0|386345|COD|New|Surabaya|In Stock|delivered|5.0|normal
ORD00133|2024/10/14|10-17-2024|Blibli|Home Living|Storage Box|559311|3|1677933|Payday Sale|DISC15|15|251690|9000|1426243|Transfer Bank|Returning|Jakarta|In Stock|DELIVERED|4.0|No
ORD00081|2024/03/31|2024/04/02|Blibli|Home Living|Storage Box|727816|3|2183448|Normal Day|NONE||0|12000|-2183448|E-Wallet|New|Makassar|In Stock|RETUR|3.0|normal
ORD01977|01-15-2024|2024-01-25|Lazada|Electronics|Wireless Earbuds|394555|6|2367330|Mega Campaign|DISC20|20|473466|12000|Rp 1.893.864|COD|New|Yogyakarta|In Stock|delivered|5.0|Y
ORD01567|12-18-2024|2024/12/19|Tokopedia|Home Living|Rice Cooker|441070|1|441070|Flash Sale|DISC10|10|44107|25000|396963|Transfer Bank|New|Makassar|Preorder|completed|5.0|normal
ORD00542|10-29-2024|11-04-2024|Blibli|Beauty|Sunscreen|68985|5|344925|Normal Day|NONE|0|0|15000|344925|Transfer Bank|VIP|Medan|In Stock|Delivered|5.0|Y
ORD01622|06-16-2024|06-22-2024|TikTok Shop|Home Living|Blender|502212|2|1004424|Payday Sale|DISC15|15|150664|12000|853760|Transfer Bank|Returning|Medan|In Stock|Delivered|5.0|normal
ORD00984|03-24-2024|03-27-2024|Shopee|Electronics|Bluetooth Speaker|666072|3|1998216|Normal Day|NONE|0|0|9000|-1998216|Credit Card|New|Bekasi|Low Stock|Returned|1.0|N
ORD00166|2024-02-20|2024/02/22|Tokopedia|Home Living|Rice Cooker|1007387|8|8059096|Normal Day|NONE|0|0|15000|8059096|COD|Returning|Bandung|In Stock|DELIVERED|5.0|normal
ORD00249|02/09/2024|2024/09/07|Lazada|Home Living|Storage Box|278238|3|834714|Clearance|CLEAR30|30|250414|20000|584300|COD|Returning|Bandung|In Stock|Delivered|5.0|No
ORD00447|13/04/2024|04-15-2024|Lazada|Home Living|Storage Box|765800|1|765800|Payday Sale|DISC15|15|114870|18000|650930|TRANSFER BANK|Returning|Surabaya|In Stock|completed|5.0|
ORD01808|22/12/2024|27/12/2024|Tokopedia|Home Living|Rice Cooker|1068691|4|4274764|Normal Day|NONE|0|Rp 0|18000|4274764|Virtual Account|Returning|Bekasi|In Stock|Delivered|4.0|No
ORD00859|20/12/2024|2024-12-21|Lazada|Home Living|Rice Cooker|1190843|3|3572529|Flash Sale|DISC10|10|357253|18000|3215276|Transfer Bank|Returning|Makassar|In Stock|completed|5.0|No
ORD01232|2024/03/05|2024/03/06|tiktok shop|Home_Living|Rice Cooker|555688|1|Rp 555.688|Flash Sale|DISC10|10|55569|18000|500119|COD|Returning|Makassar|In Stock|Delivered|4.0|normal
ORD00098|12-19-2024|2024-12-26|Shopee|Home Living|Vacuum Cleaner|962136|6|5772816|Normal Day||0|0|20000|5772816|Transfer Bank|Returning|Jakarta|In Stock|delivered|5.0|
ORD01233|2024-05-04|05-05-2024|Shopee|home living|Rice Cooker|738054|2|1476108|Clearance|CLEAR30|30|442832|25000|1033276|Transfer Bank|New|Yogyakarta|In Stock|delivered|3.0|No
ORD00738|2024-03-22|03-28-2024| tiktok shop |Sports|Running Shoes|819860|3|2459580|Flash Sale|DISC10|10|245958|25000|2213622|E-Wallet|New|Medan|In Stock|DELIVERED|5.0|N
ORD00473|08-06-2024|08-10-2024|TikTok Shop|Electronics|Smartwatch|1894238|1|1894238|Normal Day|NONE|0|0|18000|1894238|COD|Returning|Bekasi|Low Stock|On Delivery||No
ORD00103|02-03-2024|2024/02/09|Blibli|Beauty|Lip Tint|244661|2|489322|Normal Day|NONE|0|0|12000|489322|Virtual Account|Returning|Surabaya|Low Stock|delivered|4.0|normal
ORD00435|05-31-2024|2024/06/04|Blibli|Sports|Yoga Mat|152860|1|152860|Clearance|CLEAR30|30|Rp 45.858|18000|107002|COD|Returning|Bandung|In Stock|Delivered|3.0|No
ORD00075|2024-04-02|07/04/2024|Blibli|Fashion|Jeans|142965|1|142965|Flash Sale|DISC10|10|14296|20000|128669|COD|VIP|Bandung|In Stock|Delivered|5.0|PRIORITY
ORD01824|2024-12-17|2024/12/22|Shopee|Fashion|Women Dress|235204|3|705612|Flash Sale|DISC10|10|70561|20000|Rp 635.051|Transfer Bank|New|Surabaya|In Stock|completed|5.0|No
ORD01222|04-04-2024|04-08-2024|Tokopedia|Beauty|Face Wash|94082|3|282246|Payday Sale|DISC15|15|Rp 42.337|12000|239909|Virtual Account|Returning|Jakarta|Low Stock|Delivered|4.0|N
ORD00919|2024-01-11|15/01/2024|Tokopedia|Electronics|Power Bank|1162940|1|1162940|Normal Day|NONE|0|0|9000|1162940|Virtual Account|Returning|Bandung|In Stock|Delivered|4.0|No
ORD01741|2024-05-01|2024/05/02|Shopee| beauty |Skincare Serum|270229|2|540458|Flash Sale|DISC10|10|54046|12000|486412|COD|New|Bekasi|In Stock|completed|5.0|No
ORD01700|2024/10/12|18/10/2024|Lazada|Home Living|Storage Box|177173|6|Rp 1.063.038|Mega Campaign|DISC20|20|212608|15000|850430|Virtual Account|New|Yogyakarta|In Stock|delivered|4.0|
ORD01647|2024/06/25|2024-06-30|Shopee|Sports|Dumbbell 5kg|836984|1|836984|Clearance|CLEAR30|30|251095|9000|585889|credit card|Returning|Makassar|In Stock|completed|4.0|No
ORD00763|02-03-2024|02-09-2024|Lazada|Home Living|Vacuum Cleaner|1038516|1|1038516|Flash Sale|DISC10|10|103852|12000|934664|Virtual Account|Returning|Surabaya|Low Stock| completed |4.0|No
ORD00990|11-17-2024|2024-11-24|TikTok Shop|Fashion|Sneakers|510263|1|510263|Normal Day|NONE|0|0|20000|510263|Transfer Bank|Returning|Medan|Preorder|Delivered|5.0|No
ORD00389|2024/02/18|02-24-2024|Shopee|Sports|Dumbbell 5kg|324645|1|324645|Flash Sale|DISC10|10|32464|20000|292181|Transfer Bank|Returning|Semarang|In Stock|DELIVERED|5.0|normal
ORD00236|2024-08-19||Lazada|Electronics|Phone Charger |2436716|4|9746864|Normal Day|NONE|0|0|18000|0|Credit Card|Returning|Makassar|In Stock|Cancelled||No
ORD01533|12-20-2024|23/12/2024|Blibli|Home Living|Storage Box|1045595|2|2091190|Payday Sale|DISC15|15|313678|15000|1777512|Credit Card|VIP|Semarang|In Stock|Delivered|5.0|Y
ORD00268|2024-06-29|07-05-2024|Lazada|Sports|Skipping Rope|137527|3|412581|Normal Day|NONE|0|0|15000|-412581||Returning|Semarang|In Stock|Returned|1.0|normal
ORD01744|17/09/2024|09-18-2024|Shopee|Home Living|Table Lamp|790758|6|4744548|Normal Day|NONE|0|0|18000|4744548||Returning|Surabaya|Preorder|completed|5|normal
ORD00118|2024/02/25|2024/02/27|Blibli|Sports|Skipping Rope|276633|2|553266|Flash Sale|DISC10|10|55327|20000|497939|Transfer Bank|New|Jakarta|In Stock|delivered|5.0|No
ORD01633|2024-12-20|21/12/2024|Blibli|Fashion|Men T-Shirt|264967|1|264967|Normal Day|NONE|0|0|25000|264967||Returning|Bandung|In Stock|DELIVERED|5.0|N
ORD00674|08/08/2024|2024-08-09| blibli |Sports|Running Shoes|338624|1|338624|Clearance|CLEAR30|30|101587|9000|237037|COD|New|Bandung|Low Stock| delivered ||N
ORD00250|2024-01-10|2024/01/14|Tokopedia|Sports|Yoga Mat|609868|1|609868|Payday Sale||15|91480|18000|-518388|COD|New|Surabaya|Low Stock|returned|3.0|N
ORD01477|2024-08-31|01/09/2024|Shopee| Sports|Running Shoes|236631|3|Rp 709.893|Normal Day|NONE|0|0|18000|709893|E-Wallet|Returning|Bekasi|Low Stock|Delivered|3.0|normal
ORD00773|06/06/2024|2024/06/16|Tokopedia|Home Living|Storage Box|432965|4|1731860|Mega Campaign|DISC20|20|346372|25000|1385488|Virtual Account|Returning|Surabaya|In Stock|Delivered|3.0|normal
ORD00095|11-25-2024|2024/12/04|Tokopedia|Fashion|Hoodie|261132|3|783396|Mega Campaign|DISC20||156679|25000|626717|COD|Returning|Bekasi|Low Stock|completed|3.0|PRIORITY
ORD00034|06/03/2024||Blibli|Sports|Skipping Rope|128025|2|Rp 256.050|Payday Sale|DISC15|15|38408|20000|0|Credit Card|Returning|Makassar|In Stock|CANCEL||No
ORD01489|2024/05/27|2024/05/29|TikTok Shop|Home Living|Table Lamp|320307|1|320307|Flash Sale|DISC10|10|32031|0|Rp 288.276|Credit Card|Returning|Medan|In Stock|DELIVERED|5.0|N
ORD01697|12-19-2024|26/12/2024|TikTok Shop|Beauty|Face Wash|72722|2|145444|Flash Sale|DISC10|10|14544|25000|130900|Virtual Account|Returning|Yogyakarta|In Stock|Delivered|5.0|No
ORD00449|2024-06-10|06-12-2024|Shopee|Home Living|Blender|127791|8|1022328|Payday Sale|DISC15|15|153349|20000|868979|Virtual Account|New|Semarang|In Stock|completed|5.0|No
ORD00717|2024/05/25|2024-05-29|Shopee| beauty |Lip Tint|166849|3|500547|Flash Sale|DISC10|10|50055|9000|450492|E-Wallet|New|Bekasi|In Stock|Delivered|5.0|normal
ORD01286|09-03-2024|2024/09/07|TikTok Shop|Home Living|Rice Cooker|Rp 760.615|2|1521230|Normal Day|NONE|0|0|0|1521230|COD|Returning|Makassar|In Stock|DELIVERED|5.0|normal
ORD01544|2024/11/20|2024-11-30|Shopee|Home Living|Storage Box|925527|4|3702108|Mega Campaign|DISC20|20|740422|9000|2961686||Returning|Bekasi|In Stock|Delivered|4.0|
ORD00001|2024-11-23|11-29-2024|TikTok Shop|electronics|Wireless Earbuds |1233556|2|2467112|Clearance|CLEAR30|30|740134|0|1726978|transfer bank|Returning|Jakarta|In Stock|delivered|4.0|N
ORD01786|2024/10/14|10-20-2024|Shopee|Home Living|Storage Box|779221|1|779221|Payday Sale|DISC15|15|116883|20000|Rp 662.338|Transfer Bank|New|Yogyakarta|In Stock|completed|5.0|
ORD01102|2024-10-03||Blibli|Electronics|Smartwatch|1480866|3|4442598|Payday Sale||15|666390|20000|Rp 3.776.208|Credit Card|New|Surabaya|Preorder|delivered|5.0|No
ORD01109|2024-11-30|2024/12/05|Shopee|Beauty|Body Lotion|211460|3|634380|Flash Sale|DISC10|10|63438|20000|570942|Credit Card|VIP|Jakarta|Low Stock|completed|5.0|
ORD01348|2024/05/24|2024-05-25|TikTok Shop|Beauty|Body Lotion |44042|1|44042|Payday Sale|DISC15|15|6606|9000|37436|Virtual Account|New|Surabaya|In Stock|shipped||No
ORD00083|2024-10-19|2024-10-26|Lazada|Fashion|Sneakers|595721|4|2382884|Flash Sale|DISC10|10|238288|0|Rp -2.144.596|E-Wallet|Returning|Medan|In Stock|RETUR|3.0|N
ORD01310|2024/03/26||Lazada| Sports|Running Shoes |317636|1|317636|Flash Sale|DISC10|10|31764|18000|285872|Credit Card|New|Semarang|In Stock|Delivered|4.0|N
ORD00677|2024-03-11|03-16-2024|Blibli|Beauty|Face Wash|Rp 146.623|4|586492|Normal Day|NONE|0|0|9000|586492|COD|Returning|Jakarta|In Stock|completed|3.0|N
ORD01475|04-15-2024|04-21-2024|Blibli|Sports|Cycling Gloves|143685|1|143685|Flash Sale|DISC10|10|14368|25000|Rp 129.317|COD|Returning|Surabaya|Preorder|DELIVERED||normal
ORD01047|2024-07-29|08-03-2024|TikTok Shop|Electronics|Power Bank|195047|1|195047|Mega Campaign|DISC20|20|39009|0|156038|Virtual Account|Returning|Yogyakarta|In Stock|delivered|5.0|PRIORITY
ORD00771|2024/11/14||TOKOPEDIA|Beauty|Body Lotion|176436|2|352872|Normal Day|NONE|0|0|12000|0|Virtual Account|New|Yogyakarta|In Stock|Cancelled||No
ORD01236|07-16-2024|2024-07-17|Tokopedia|Home Living|Blender|777118|2|1554236|Clearance|CLEAR30|30|466271|0|1087965|transfer bank|Returning|Medan|Low Stock|completed|4.0|N
ORD01302|2024-05-10|17/05/2024|Tokopedia|Fashion|Hoodie|98962|5|494810|Payday Sale|DISC15|15|74222|9000|420588|Transfer Bank|Returning|Surabaya|In Stock|Delivered|4.0|No
ORD01607|02/06/2024|2024/06/09|Tokopedia|Beauty|Face Wash|232135|1|232135|Normal Day|NONE|0|0|25000|-232135|Virtual Account|Returning|Surabaya|In Stock|Returned|1.0|
ORD01515|2024-03-08|2024-03-15|Blibli|Sports|Yoga Mat|235083|6|1410498|Payday Sale|DISC15|15|211575|9000|1198923|E-Wallet|New|Semarang|In Stock|DELIVERED|4.0|normal
ORD00405|06-25-2024|2024/06/28|Shopee|Beauty|Lip Tint|158046|3|474138|Normal Day|NONE|0|0|20000|474138|VIRTUAL ACCOUNT|Returning|Makassar|Low Stock|Delivered||N
ORD01839|05-02-2024|11/05/2024|Shopee|Home Living|Table Lamp|879360|1|879360|Mega Campaign|DISC20|20|175872|18000|703488|E-Wallet|Returning|Makassar|In Stock|DELIVERED|4.0|
ORD01320|11/06/2024||Shopee|Electronics|Smartwatch|960316|10|9603160|Flash Sale|DISC10|10|960316|9000|0|Credit Card|Returning|Surabaya|In Stock|CANCEL||No
ORD01362|13/06/2024|2024/06/20|Blibli|Sports|Cycling Gloves|680590|4|2722360|Mega Campaign|DISC20|20|544472|9000|2177888|E-WALLET|Returning|Semarang|In Stock|delivered|4.0|PRIORITY
ORD00105|21/11/2024|11-25-2024|TikTok Shop| Sports|Running Shoes|566986|1|566986|Mega Campaign|DISC20|20|113397|20000|453589|COD|VIP|Jakarta|Low Stock|Delivered|4.0|Y
ORD00689|2024/07/22|2024/07/25|Shopee|FASHION|Hoodie|569967|3|1709901|Payday Sale|DISC15|15|256485|12000|1453416||Returning|Medan|In Stock|DELIVERED|3.0|No
ORD01327|2024/01/07|01-11-2024|Lazada|Sports|Cycling Gloves|180906|2|361812|Clearance|CLEAR30|30|108544|15000|253268|Credit Card|New|Medan|In Stock|delivered|5.0|
ORD00827|2024/10/25||Tokopedia|Home Living|Vacuum Cleaner |340906|6|2045436|Mega Campaign|DISC20|20|409087|20000|0|Transfer Bank|Returning|Medan|In Stock|Cancelled||PRIORITY
ORD00063|2024-06-22|25/06/2024|Blibli| Electronics |Bluetooth Speaker|395828|2|791656|Clearance|CLEAR30|30|237497|18000|554159|COD|VIP|Bekasi|In Stock|DELIVERED|3|
ORD00853|06-01-2024|06-04-2024|Shopee|Electronics|Wireless Earbuds|Rp 1.346.890|5|6734450|Mega Campaign|DISC20|20|1346890|9000|5387560|E-Wallet|Returning|Bandung|In Stock|delivered|4.0|Yes
ORD01375|10-03-2024|2024-10-04|TikTok Shop|Beauty|Face Wash|123433|5|617165|Normal Day|NONE|0|0|18000|Rp 617.165|E-Wallet|New|Medan|In Stock|DELIVERED|4.0|No
ORD00224|12-19-2024|2024/12/23|Blibli|Home Living|Storage Box|172990|5|864950|Payday Sale|DISC15|15|129742|0|Rp 735.208|Credit Card|Returning|Makassar|In Stock|Delivered|5.0|No
ORD00146|2024-04-05||TikTok Shop|Home Living|Storage Box|105075|2|210150|Payday Sale||15|31522|12000|0|COD|Returning|Bekasi|In Stock|Batal||normal
ORD01089|08-20-2024|2024/08/25|TikTok Shop|Sports|Skipping Rope|357430|2|714860|Flash Sale|DISC10|10|71486|0|643374|credit card|VIP|Makassar|Low Stock|DELIVERED||Y
ORD00374|06-20-2024|2024-06-25|Lazada|Fashion|Jeans|571736|2|1143472|Mega Campaign|DISC20|20|228694|20000|914778|CASH ON DELIVERY|Returning|Yogyakarta|In Stock|completed|4.0|PRIORITY
ORD01673|2024-04-27|06/05/2024|Lazada|Beauty|Body Lotion|67621|4|270484|Mega Campaign|DISC20|20|54097|18000|216387|Credit Card|VIP|Semarang|In Stock|Shipped||PRIORITY
ORD01143|28/06/2024|07-07-2024|Lazada|fashion|Jeans|254560|1|254560|Mega Campaign|DISC20|20|50912|20000|203648|TRANSFER BANK|Returning|Medan|In Stock|delivered|3.0|Y
ORD01860|2024-02-01|05/02/2024|Shopee| fashion |Hoodie|202711|10|2027110|Flash Sale|DISC10|10|202711|25000|1824399|Transfer Bank|New|Makassar|In Stock|DELIVERED||No
ORD01779|2024-02-14|18/02/2024|TikTok Shop|FASHION|Men T-Shirt|216728|1|216728|Normal Day|NONE|0|0|20000|216728|Virtual Account|Returning|Bekasi|In Stock|completed|5.0|normal
ORD01628|07-22-2024|2024-07-27|Lazada|Beauty|Body Lotion|182308|1|182308|Normal Day|NONE||0|9000|182308|Transfer Bank|Returning|Medan|Low Stock|delivered|5.0|N
ORD01429|2024-12-14|2024-12-19|TikTok Shop|Electronics|Power Bank|560316|1|560316|Normal Day|NONE|0|0|25000|560316|E-Wallet|Returning|Surabaya|Preorder| delivered ||normal
ORD00010|2024/02/13|2024/02/16|TikTok Shop|Home Living|Rice Cooker|1046739|2|2093478|Clearance|CLEAR30|30|628043|9000|1465435|Transfer Bank|Returning|Semarang|In Stock|completed|5.0|N
ORD00450|07-24-2024|2024-07-26|Blibli|Sports|Running Shoes|593429|1|593429|Flash Sale|DISC10|10|59343|18000|534086|VIRTUAL ACCOUNT|VIP|Yogyakarta|In Stock|DELIVERED|4.0|Yes
ORD00709|2024/05/12|05-14-2024|Blibli|Fashion|Hoodie|102975|2|205950|Payday Sale|DISC15|15|30892|20000|175058|Virtual Account|Returning|Jakarta|In Stock|DELIVERED|3.0|normal
ORD00256|26/03/2024|2024/04/01|Shopee|Beauty|Skincare Serum|344235|3|1032705|Normal Day|NONE|0|0|20000|1032705|Credit Card|New|Surabaya|In Stock|delivered|4.0|No
ORD00883|10-10-2024|10-11-2024|Shopee|Sports|Running Shoes|608025|8|4864200|Payday Sale|DISC15|15|729630|18000|4134570|Credit Card|Returning|Bandung|In Stock|SHIPPED||normal
ORD00390|2024/09/05|12/09/2024|TikTok Shop|Home Living|Vacuum Cleaner|374125|2|748250|Flash Sale|DISC10|10|74825|9000|673425|Virtual Account|Returning|Bandung|In Stock|completed|5.0|normal
ORD00909|2024-08-24|2024/08/25|Lazada|Sports|Running Shoes|762502|5|3812510|Payday Sale|DISC15|15|571876|12000|Rp 3.240.634|COD|VIP|Semarang|In Stock|DELIVERED|5.0|PRIORITY
ORD00925|2024/11/22|2024/11/25|Tokopedia|Beauty|Skincare Serum|183853|3|551559|Normal Day|NONE|0|0|0|Rp 551.559|COD|Returning|Makassar|In Stock|shipped||normal
ORD01733|05/07/2024|2024-07-13|Lazada|Beauty|Body Lotion|Rp 190.315|1|190315|Mega Campaign|DISC20|20|Rp 38.063|18000|-152252|Virtual Account|New|Surabaya|Low Stock|RETUR|2.0|
ORD01316|2024-11-09|2024/11/13|Blibli|Sports|Skipping Rope|294517|5|1472585|Clearance|CLEAR30|30|441776|15000|1030809|E-Wallet|Returning|Jakarta|In Stock|completed|3.0|
ORD00461|2024-09-14|2024/09/19|TikTok Shop|Electronics|Wireless Earbuds|2310780|2|Rp 4.621.560|Mega Campaign|DISC20|20|924312|9000|3697248|Credit Card|Returning|Jakarta|In Stock|completed|4.0|
ORD01291|10/06/2024|17/06/2024|TikTok Shop|FASHION|Men T-Shirt|175836|6|1055016|Mega Campaign|DISC20|20|211003|15000|844013||Returning|Medan|In Stock|DELIVERED|5.0|PRIORITY
ORD01730|11-11-2024|2024-11-16|tokopedia|Home Living|Storage Box|790109|1|790109|Normal Day|NONE|0|0|25000|790109|Transfer Bank|New|Bekasi|In Stock|DELIVERED|4.0|No
ORD01169|17/07/2024|2024-07-20|Tokopedia|Fashion|Men T-Shirt|303646|2|607292|Flash Sale|DISC10|10|60729|9000|546563|Transfer Bank|New|Jakarta|In Stock|delivered|5.0|normal
ORD00959|2024-02-23|27/02/2024|Lazada|Beauty|Sunscreen|51379|1|Rp 51.379|Normal Day|NONE|0|0|20000|Rp 51.379|Credit Card|New|Makassar|In Stock|DELIVERED|5.0|normal
ORD00502|2024/02/07|02-10-2024|Tokopedia|Home Living|Storage Box|Rp 881.886|3|2645658|Flash Sale|DISC10|10|264566|0|2381092|E-Wallet|Returning|Bandung|Low Stock|On Delivery||No
ORD00740|12/07/2024|2024/07/18|Lazada|Home Living|Blender|1065018|3|3195054|Flash Sale|DISC10|10|319505|0|Rp 2.875.549|Virtual Account|Returning|Bandung|In Stock|delivered|5.0|N
ORD01884|2024-10-13|2024-10-14|Blibli|Home Living|Blender|675464|4|2701856|Payday Sale|DISC15|15|405278|25000|2296578|COD|Returning|Medan|In Stock|delivered|5.0|N
ORD00869|22/05/2024||TikTok Shop|Home Living|Table Lamp|232961|2|465922|Payday Sale|DISC15|15|69888|20000|396034|E-Wallet|VIP|Jakarta|Preorder|delivered|4.0|PRIORITY
ORD00732|2024-03-26|04-02-2024|Tokopedia|Sports|Cycling Gloves|618874|1|618874|Clearance|CLEAR30|30|185662|18000|433212|Credit Card|Returning|Medan|In Stock|DELIVERED|5.0|N
